,STATION,LINENAME,WEEKDAY,TIME,dEXITS,dENTRIES,Station_Latitude,Station_Longitude
118,5 AVE-59 ST,NQR,5,16:00:00,3004.5,4682.24,40.764811,-73.973347
119,5 AVE-59 ST,NQR,5,20:00:00,1168.826923076923,4207.307692307692,40.764811,-73.973347
120,5 AVE-59 ST,NQR,6,00:00:00,312.03846153846155,1053.8076923076924,40.764811,-73.973347
121,5 AVE-59 ST,NQR,6,04:00:00,59.68627450980392,104.62745098039215,40.764811,-73.973347
122,5 AVE-59 ST,NQR,6,08:00:00,995.36,248.26,40.764811,-73.973347
123,5 AVE-59 ST,NQR,6,12:00:00,2738.38,1366.5714285714287,40.764811,-73.973347
124,5 AVE-59 ST,NQR,6,16:00:00,2586.9423076923076,4223.384615384615,40.764811,-73.973347
125,5 AVE-59 ST,NQR,6,20:00:00,850.36,3214.58,40.764811,-73.973347
126,57 ST-7 AVE,NQR,0,00:00:00,219.78571428571428,1213.576923076923,40.764664,-73.98065799999999
127,57 ST-7 AVE,NQR,0,04:00:00,304.6896551724138,184.73333333333332,40.764664,-73.98065799999999
128,57 ST-7 AVE,NQR,0,08:00:00,1585.878787878788,1104.1052631578948,40.764664,-73.98065799999999
129,57 ST-7 AVE,NQR,0,12:00:00,1638.2105263157894,2865.1111111111113,40.764664,-73.98065799999999
130,57 ST-7 AVE,NQR,0,16:00:00,8019.2,5367.42,40.764664,-73.98065799999999
131,57 ST-7 AVE,NQR,0,20:00:00,728.8333333333334,5483.137254901961,40.764664,-73.98065799999999
132,57 ST-7 AVE,NQR,1,00:00:00,225.0,1905.68,40.764664,-73.98065799999999
133,57 ST-7 AVE,NQR,1,04:00:00,323.037037037037,242.97674418604652,40.764664,-73.98065799999999
134,57 ST-7 AVE,NQR,1,08:00:00,1491.3333333333333,1185.7,40.764664,-73.98065799999999
135,57 ST-7 AVE,NQR,1,12:00:00,1942.3333333333333,2905.9555555555557,40.764664,-73.98065799999999
136,57 ST-7 AVE,NQR,1,16:00:00,1521.5454545454545,5593.882352941177,40.764664,-73.98065799999999
137,57 ST-7 AVE,NQR,1,20:00:00,1394.1,5993.48,40.764664,-73.98065799999999
138,57 ST-7 AVE,NQR,2,00:00:00,229.66666666666666,2037.9019607843138,40.764664,-73.98065799999999
139,57 ST-7 AVE,NQR,2,04:00:00,373.18518518518516,238.95454545454547,40.764664,-73.98065799999999
140,57 ST-7 AVE,NQR,2,08:00:00,1855.8055555555557,1231.5526315789473,40.764664,-73.98065799999999
141,57 ST-7 AVE,NQR,2,12:00:00,2164.846153846154,2966.8636363636365,40.764664,-73.98065799999999
142,57 ST-7 AVE,NQR,2,16:00:00,1397.88,5580.980392156863,40.764664,-73.98065799999999
143,57 ST-7 AVE,NQR,2,20:00:00,1312.4615384615386,6088.588235294118,40.764664,-73.98065799999999
144,57 ST-7 AVE,NQR,3,00:00:00,323.25,2320.346153846154,40.764664,-73.98065799999999
145,57 ST-7 AVE,NQR,3,04:00:00,348.6,258.3720930232558,40.764664,-73.98065799999999
146,57 ST-7 AVE,NQR,3,08:00:00,1934.7105263157894,1275.4,40.764664,-73.98065799999999
147,57 ST-7 AVE,NQR,3,12:00:00,1806.611111111111,2884.3695652173915,40.764664,-73.98065799999999
148,57 ST-7 AVE,NQR,3,16:00:00,1581.3684210526317,5205.285714285715,40.764664,-73.98065799999999
149,57 ST-7 AVE,NQR,3,20:00:00,1512.6,5998.980392156863,40.764664,-73.98065799999999
150,57 ST-7 AVE,NQR,4,00:00:00,264.1666666666667,2191.8846153846152,40.764664,-73.98065799999999
151,57 ST-7 AVE,NQR,4,04:00:00,276.3333333333333,275.6595744680851,40.764664,-73.98065799999999
152,57 ST-7 AVE,NQR,4,08:00:00,1407.4358974358975,1109.4651162790697,40.764664,-73.98065799999999
153,57 ST-7 AVE,NQR,4,12:00:00,2020.0714285714287,2823.3478260869565,40.764664,-73.98065799999999
154,57 ST-7 AVE,NQR,4,16:00:00,2213.6875,5480.509803921569,40.764664,-73.98065799999999
155,57 ST-7 AVE,NQR,4,20:00:00,1664.7,5351.653846153846,40.764664,-73.98065799999999
156,57 ST-7 AVE,NQR,5,00:00:00,415.0,2082.2549019607845,40.764664,-73.98065799999999
157,57 ST-7 AVE,NQR,5,04:00:00,217.9655172413793,350.2156862745098,40.764664,-73.98065799999999
158,57 ST-7 AVE,NQR,5,08:00:00,676.2391304347826,591.9,40.764664,-73.98065799999999
159,57 ST-7 AVE,NQR,5,12:00:00,1046.3589743589744,2121.18,40.764664,-73.98065799999999
160,57 ST-7 AVE,NQR,5,16:00:00,1409.076923076923,3612.66,40.764664,-73.98065799999999
161,57 ST-7 AVE,NQR,5,20:00:00,1572.6923076923076,3439.0384615384614,40.764664,-73.98065799999999
162,57 ST-7 AVE,NQR,6,00:00:00,476.2857142857143,1874.5,40.764664,-73.98065799999999
163,57 ST-7 AVE,NQR,6,04:00:00,170.10344827586206,347.82,40.764664,-73.98065799999999
164,57 ST-7 AVE,NQR,6,08:00:00,451.5833333333333,479.5,40.764664,-73.98065799999999
165,57 ST-7 AVE,NQR,6,12:00:00,870.829268292683,1740.921568627451,40.764664,-73.98065799999999
166,57 ST-7 AVE,NQR,6,16:00:00,1298.421052631579,2997.3061224489797,40.764664,-73.98065799999999
167,57 ST-7 AVE,NQR,6,20:00:00,1041.5,2856.5882352941176,40.764664,-73.98065799999999
168,49 ST-7 AVE,NQR,0,00:00:00,909.84,2068.8,40.759901,-73.984139
169,49 ST-7 AVE,NQR,0,04:00:00,547.0454545454545,371.27272727272725,40.759901,-73.984139
